@RELATION reviewerTraining


@ATTRIBUTE show NUMERIC
@ATTRIBUTE though NUMERIC
@ATTRIBUTE subscribe NUMERIC
@ATTRIBUTE acceptable NUMERIC
@ATTRIBUTE particularly NUMERIC
@ATTRIBUTE simply NUMERIC
@ATTRIBUTE solid NUMERIC
@ATTRIBUTE nature NUMERIC
@ATTRIBUTE ultimately NUMERIC
@ATTRIBUTE familiar NUMERIC
@ATTRIBUTE entirely NUMERIC
@ATTRIBUTE believable NUMERIC
@ATTRIBUTE appealing NUMERIC
@ATTRIBUTE rare NUMERIC
@ATTRIBUTE fast NUMERIC
@ATTRIBUTE mostly NUMERIC
@ATTRIBUTE potential NUMERIC
@ATTRIBUTE necessary NUMERIC
@ATTRIBUTE particular NUMERIC
@ATTRIBUTE central NUMERIC
@ATTRIBUTE opportunity NUMERIC
@ATTRIBUTE perspective NUMERIC
@ATTRIBUTE largely NUMERIC
@ATTRIBUTE worthwhile NUMERIC
@ATTRIBUTE apparent NUMERIC
@ATTRIBUTE apparently NUMERIC
@ATTRIBUTE primarily NUMERIC
@ATTRIBUTE universal NUMERIC
@ATTRIBUTE superb NUMERIC
@ATTRIBUTE core NUMERIC
@ATTRIBUTE evident NUMERIC
@ATTRIBUTE therefore NUMERIC
@ATTRIBUTE fortunately NUMERIC
@ATTRIBUTE mesmerizing NUMERIC
@ATTRIBUTE competent NUMERIC
@ATTRIBUTE vastly NUMERIC
@ATTRIBUTE although NUMERIC
@ATTRIBUTE profanity NUMERIC
@ATTRIBUTE despite NUMERIC
@ATTRIBUTE unfortunately NUMERIC
@ATTRIBUTE difficult NUMERIC
@ATTRIBUTE contrived NUMERIC
@ATTRIBUTE unexpected NUMERIC
@ATTRIBUTE critical NUMERIC
@ATTRIBUTE melodramatic NUMERIC
@ATTRIBUTE unfortunate NUMERIC
@ATTRIBUTE distracting NUMERIC
@ATTRIBUTE film NUMERIC
@ATTRIBUTE movie NUMERIC
@ATTRIBUTE story NUMERIC
@ATTRIBUTE motion-picture NUMERIC
@ATTRIBUTE waste-money NUMERIC
@ATTRIBUTE dont-waste NUMERIC
@ATTRIBUTE running-time NUMERIC
@ATTRIBUTE message-subject NUMERIC
@ATTRIBUTE reply-message NUMERIC
@ATTRIBUTE rated-pg-13 NUMERIC
@ATTRIBUTE fine-kids NUMERIC
@ATTRIBUTE son-jeffrey NUMERIC
@ATTRIBUTE fine-teenagers NUMERIC
@ATTRIBUTE older-teenagers NUMERIC
@ATTRIBUTE theres-nothing NUMERIC
@ATTRIBUTE film-one NUMERIC
@ATTRIBUTE motion-pictures NUMERIC
@ATTRIBUTE running-length NUMERIC
@ATTRIBUTE film-makers NUMERIC
@ATTRIBUTE far-more NUMERIC
@ATTRIBUTE relationship-between NUMERIC
@ATTRIBUTE kind-film NUMERIC
@ATTRIBUTE very-good NUMERIC
@ATTRIBUTE theres-little NUMERIC
@ATTRIBUTE film-making NUMERIC
@ATTRIBUTE screen-presence NUMERIC
@ATTRIBUTE doesnt-take NUMERIC
@ATTRIBUTE film-maker NUMERIC
@ATTRIBUTE film-film NUMERIC
@ATTRIBUTE theres-enough NUMERIC
@ATTRIBUTE find-yourself NUMERIC
@ATTRIBUTE theres-one NUMERIC
@ATTRIBUTE entertainment-value NUMERIC
@ATTRIBUTE taking-place NUMERIC
@ATTRIBUTE even-better NUMERIC
@ATTRIBUTE entire-movie NUMERIC
@ATTRIBUTE rated-probably NUMERIC
@ATTRIBUTE end-credits NUMERIC
@ATTRIBUTE title-character NUMERIC
@ATTRIBUTE films-title NUMERIC
@ATTRIBUTE films-end NUMERIC
@ATTRIBUTE nothing-offend NUMERIC
@ATTRIBUTE doclength NUMERIC
@ATTRIBUTE diffposs NUMERIC
@ATTRIBUTE diffneg NUMERIC
@ATTRIBUTE posword NUMERIC
@ATTRIBUTE extremeWord NUMERIC
@ATTRIBUTE adjWord NUMERIC
@ATTRIBUTE adverbWord NUMERIC
@ATTRIBUTE verbWord NUMERIC
@ATTRIBUTE detWord NUMERIC
@ATTRIBUTE classFinal {A,B,C,D}


@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009882240574826284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036790879333020595,0.01128116932446811,0.022855101427549804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028089887640449437,0,0,0,0,0,0,0,0,357.0,0.030812324929972004,0,0.13725490196078433,0.001343832172567126,0.1876750700280112,0.1400560224089636,0.33053221288515405,0.2605042016806723,A
0,0,0,0,0.0067688234567730935,0,0,0,0,0,0.008035425616766989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011002628548124792,0,0,0,0,0,0,0,0,0.007040479656781082,0,0,0,0,0,0,0.0034696873953115243,0.0012895861187432324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0,0,0.06916426512968299,0.07780979827089338,0.0011060474596114444,0.1873198847262248,0.11815561959654179,0.3976945244956772,0.20461095100864554,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004529084110995983,0,0.012058036270396966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034602076124567475,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0.0,0.08620689655172414,0.0,0.13448275862068965,0.10344827586206896,0.41379310344827586,0.29310344827586204,A
0,0.015329949619817762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02262080037873181,0,0,0,0,0,0,0.0030403573893260072,0.004143392437073163,0.005396343392615926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,0.037037037037037035,0.08333333333333333,0.002665267142258133,0.19444444444444445,0.12962962962962962,0.3148148148148148,0.19444444444444445,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035307376134108472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0.021505376344086016,0,0.10752688172043011,0.0010317163131321808,0.1827956989247312,0.10752688172043011,0.3333333333333333,0.24731182795698925,A
0,0.007136355857501372,0,0,0.010124059221983894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006133134733640394,0,0.005024181779332069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0,0,0.025862068965517238,0.08189655172413793,4.1357593586764137E-4,0.19827586206896552,0.12931034482758622,0.375,0.21551724137931033,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024473795552559637,0,0,0,0,0,0,0,0,0.015660554108352792,0,0,0,0,0,0,0.0070162093599830935,0,0.003735930041041795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0.025641025641025633,0,0.1282051282051282,0.0030753082410670766,0.14743589743589744,0.19230769230769232,0.38461538461538464,0.25,A
0,0,0,0,0,0,0,0,0,0,0,0,0.01825747432701353,0.018305141278210507,0.018649532387027885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014884997433638674,0,0,0,0,0,0,0,0,0.006756349754057794,0.005524523249430885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,0.0,0.1419753086419753,5.922815871684741E-4,0.14814814814814814,0.1419753086419753,0.47530864197530864,0.2777777777777778,A
0.012390874273590775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014001423468493292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005970156328131069,0,0.005298228058204728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,0,0.004545454545454547,0.10454545454545454,0.0013084038698358109,0.16363636363636364,0.1409090909090909,0.41363636363636364,0.2636363636363636,A
0,0,0,0,0,0,0,0,0,0,0,0.010967052341654663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005032315678884426,0.0034290144306812387,0.004465939359406284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.0,0,0.09195402298850576,0.07662835249042145,0.0014704922164182803,0.20689655172413793,0.13026819923371646,0.41379310344827586,0.26436781609195403,A
0.010774673281383281,0,0,0,0.009283722290514876,0,0,0.011046669446795805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01410921969017214,0,0,0,0.014813074496150413,0,0,0,0,0,0,0.01783027386070849,0,0,0,0,0,0,0,0,0.014713841606304262,0,0,0,0.006056680332886592,0,0.002303577416610751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0,0,0.0909090909090909,0.07905138339920949,0.0018962374925156678,0.19367588932806323,0.13438735177865613,0.39920948616600793,0.233201581027668,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006662348366175252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0.11304347826086956,0.02608695652173913,0.0,0.2,0.0782608695652174,0.391304347826087,0.24347826086956523,A
0.006849226985401936,0,0,0,0,0,0,0,0,0,0,0,0.014862868547619056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004950129618802143,0,0.005857337551784121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0.015075376884422106,0,0.12060301507537688,0.0024107944000324824,0.18592964824120603,0.1507537688442211,0.35175879396984927,0.1708542713567839,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007680902878297282,0.003925319150911418,0.005112325319320351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849557522123894,0,0,0,0,0,0,0,0,0,114.0,0,0.07894736842105263,0.08771929824561403,0.0,0.21052631578947367,0.12280701754385964,0.2631578947368421,0.2807017543859649,A
0,0,0,0,0,0,0,0,0,0.02345835902860943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018395439666510297,0,0.0048975217344749584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0.033613445378151266,0,0.10084033613445378,0.0016125986070805512,0.2184873949579832,0.11764705882352941,0.2857142857142857,0.2605042016806723,A
0.01285845443485835,0.015619193952267154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033477162003921875,0,0,0,0,0,0.0041302968307825,0,0.005498161192476604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0.009433962264150941,0.10377358490566038,0.0018103701343640149,0.20754716981132076,0.1509433962264151,0.3584905660377358,0.22641509433962265,A
0.01285845443485835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033477162003921875,0,0,0,0,0,0.0041302968307825,0.004221569652866996,0.005498161192476604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0.009433962264150941,0.10377358490566038,0.0,0.1792452830188679,0.10377358490566038,0.330188679245283,0.32075471698113206,A
0.04259363031546829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006840804125983517,0,0.01821265895007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0.125,0.0,0.0059968510700808,0.1875,0.09375,0.3125,0.40625,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016838902463959426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0.038461538461538464,0.038461538461538464,0.0,0.2692307692307692,0.15384615384615385,0.38461538461538464,0.38461538461538464,A
0.014197876771822764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739287327586608,0,0,0,0,0,0.004560536083989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0.010416666666666657,0,0.11458333333333333,0.0,0.20833333333333334,0.14583333333333334,0.2708333333333333,0.1875,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011962061859643307,0,0.0031847272481012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,0,0.04918032786885246,0.060109289617486336,0.0010486296953146753,0.21311475409836064,0.08743169398907104,0.2459016393442623,0.15846994535519127,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04461556961340541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005327218847665496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0.035714285714285726,0.09523809523809523,0.0,0.23809523809523808,0.05952380952380952,0.2261904761904762,0.14285714285714285,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009601128597871602,0.015701276603645672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857142857142856,0,0,0,0.017857142857142856,0,0,0,0,0,0,0,0,0,57.0,0,0.05263157894736842,0.10526315789473684,0.0,0.24561403508771928,0.08771929824561403,0.42105263157894735,0.3333333333333333,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020921348541386654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015096947036653278,0.0030861129876131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444444444444,0,0,0,0,0,0,0,0,0,145.0,0,0.04827586206896552,0.10344827586206896,0.0019851644921646786,0.2,0.10344827586206896,0.3310344827586207,0.27586206896551724,A
0,0,0,0,0,0,0,0.012589222387564589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015984590866737473,0,0,0,0,0,0.0059163711359857445,0.002015704428846404,0.01575148882168973,0,0,0,0,0,0,0,0,0,0,0,0,0.004524886877828055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,0,0.12612612612612614,0.06306306306306306,0.0021610274126417296,0.20270270270270271,0.09009009009009009,0.36036036036036034,0.2702702702702703,A
