@RELATION binaryTraining


@ATTRIBUTE show NUMERIC
@ATTRIBUTE though NUMERIC
@ATTRIBUTE subscribe NUMERIC
@ATTRIBUTE particularly NUMERIC
@ATTRIBUTE simply NUMERIC
@ATTRIBUTE nature NUMERIC
@ATTRIBUTE ultimately NUMERIC
@ATTRIBUTE familiar NUMERIC
@ATTRIBUTE entirely NUMERIC
@ATTRIBUTE believable NUMERIC
@ATTRIBUTE appealing NUMERIC
@ATTRIBUTE fast NUMERIC
@ATTRIBUTE mostly NUMERIC
@ATTRIBUTE potential NUMERIC
@ATTRIBUTE necessary NUMERIC
@ATTRIBUTE particular NUMERIC
@ATTRIBUTE central NUMERIC
@ATTRIBUTE opportunity NUMERIC
@ATTRIBUTE largely NUMERIC
@ATTRIBUTE worthwhile NUMERIC
@ATTRIBUTE apparent NUMERIC
@ATTRIBUTE apparently NUMERIC
@ATTRIBUTE primarily NUMERIC
@ATTRIBUTE universal NUMERIC
@ATTRIBUTE superb NUMERIC
@ATTRIBUTE core NUMERIC
@ATTRIBUTE evident NUMERIC
@ATTRIBUTE therefore NUMERIC
@ATTRIBUTE competent NUMERIC
@ATTRIBUTE vastly NUMERIC
@ATTRIBUTE profanity NUMERIC
@ATTRIBUTE despite NUMERIC
@ATTRIBUTE difficult NUMERIC
@ATTRIBUTE contrived NUMERIC
@ATTRIBUTE unexpected NUMERIC
@ATTRIBUTE critical NUMERIC
@ATTRIBUTE melodramatic NUMERIC
@ATTRIBUTE unfortunate NUMERIC
@ATTRIBUTE distracting NUMERIC
@ATTRIBUTE movie NUMERIC
@ATTRIBUTE great NUMERIC
@ATTRIBUTE nice NUMERIC
@ATTRIBUTE polite NUMERIC
@ATTRIBUTE unique NUMERIC
@ATTRIBUTE best NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE compelling NUMERIC
@ATTRIBUTE true NUMERIC
@ATTRIBUTE worst NUMERIC
@ATTRIBUTE enough NUMERIC
@ATTRIBUTE idea NUMERIC
@ATTRIBUTE understand NUMERIC
@ATTRIBUTE rich NUMERIC
@ATTRIBUTE minor NUMERIC
@ATTRIBUTE upbeat NUMERIC
@ATTRIBUTE tolerable NUMERIC
@ATTRIBUTE brag NUMERIC
@ATTRIBUTE force NUMERIC
@ATTRIBUTE uneven NUMERIC
@ATTRIBUTE mess NUMERIC
@ATTRIBUTE inept NUMERIC
@ATTRIBUTE abomination NUMERIC
@ATTRIBUTE strongly NUMERIC
@ATTRIBUTE important NUMERIC
@ATTRIBUTE enhanced NUMERIC
@ATTRIBUTE recommend NUMERIC
@ATTRIBUTE delightful NUMERIC
@ATTRIBUTE easy NUMERIC
@ATTRIBUTE clich NUMERIC
@ATTRIBUTE guilty NUMERIC
@ATTRIBUTE ridiculous NUMERIC
@ATTRIBUTE badly NUMERIC
@ATTRIBUTE inane NUMERIC
@ATTRIBUTE stale NUMERIC
@ATTRIBUTE still NUMERIC
@ATTRIBUTE suppose NUMERIC
@ATTRIBUTE emotions NUMERIC
@ATTRIBUTE unfunny NUMERIC
@ATTRIBUTE remotely NUMERIC
@ATTRIBUTE sitcom NUMERIC
@ATTRIBUTE watchable NUMERIC
@ATTRIBUTE uninteresting NUMERIC
@ATTRIBUTE uninspired NUMERIC
@ATTRIBUTE academy NUMERIC
@ATTRIBUTE gripping NUMERIC
@ATTRIBUTE many NUMERIC
@ATTRIBUTE life NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE anything NUMERIC
@ATTRIBUTE fine NUMERIC
@ATTRIBUTE quite NUMERIC
@ATTRIBUTE interesting NUMERIC
@ATTRIBUTE strong NUMERIC
@ATTRIBUTE effective NUMERIC
@ATTRIBUTE acceptable NUMERIC
@ATTRIBUTE simple NUMERIC
@ATTRIBUTE perfect NUMERIC
@ATTRIBUTE wonderful NUMERIC
@ATTRIBUTE solid NUMERIC
@ATTRIBUTE nevertheless NUMERIC
@ATTRIBUTE power NUMERIC
@ATTRIBUTE fascinating NUMERIC
@ATTRIBUTE memorable NUMERIC
@ATTRIBUTE award NUMERIC
@ATTRIBUTE predictable NUMERIC
@ATTRIBUTE moving NUMERIC
@ATTRIBUTE intelligent NUMERIC
@ATTRIBUTE powerful NUMERIC
@ATTRIBUTE surprising NUMERIC
@ATTRIBUTE rare NUMERIC
@ATTRIBUTE subtle NUMERIC
@ATTRIBUTE perfectly NUMERIC
@ATTRIBUTE hilarious NUMERIC
@ATTRIBUTE brilliant NUMERIC
@ATTRIBUTE wonderfully NUMERIC
@ATTRIBUTE perspective NUMERIC
@ATTRIBUTE strength NUMERIC
@ATTRIBUTE masterpiece NUMERIC
@ATTRIBUTE fortunately NUMERIC
@ATTRIBUTE poignant NUMERIC
@ATTRIBUTE incredible NUMERIC
@ATTRIBUTE mesmerizing NUMERIC
@ATTRIBUTE outstanding NUMERIC
@ATTRIBUTE recommendation NUMERIC
@ATTRIBUTE masterful NUMERIC
@ATTRIBUTE resolved NUMERIC
@ATTRIBUTE keen NUMERIC
@ATTRIBUTE delicious NUMERIC
@ATTRIBUTE simplicity NUMERIC
@ATTRIBUTE bad NUMERIC
@ATTRIBUTE down NUMERIC
@ATTRIBUTE problem NUMERIC
@ATTRIBUTE unfortunately NUMERIC
@ATTRIBUTE supposed NUMERIC
@ATTRIBUTE worse NUMERIC
@ATTRIBUTE complex NUMERIC
@ATTRIBUTE tragedy NUMERIC
@ATTRIBUTE dull NUMERIC
@ATTRIBUTE dumb NUMERIC
@ATTRIBUTE awful NUMERIC
@ATTRIBUTE boring NUMERIC
@ATTRIBUTE bland NUMERIC
@ATTRIBUTE tedious NUMERIC
@ATTRIBUTE annoying NUMERIC
@ATTRIBUTE lame NUMERIC
@ATTRIBUTE lifeless NUMERIC
@ATTRIBUTE pointless NUMERIC
@ATTRIBUTE mindless NUMERIC
@ATTRIBUTE lackluster NUMERIC
@ATTRIBUTE embarrassing NUMERIC
@ATTRIBUTE bore NUMERIC
@ATTRIBUTE juvenile NUMERIC
@ATTRIBUTE laughable NUMERIC
@ATTRIBUTE film NUMERIC
@ATTRIBUTE story NUMERIC
@ATTRIBUTE mature-themes NUMERIC
@ATTRIBUTE best-picture NUMERIC
@ATTRIBUTE best-films NUMERIC
@ATTRIBUTE best-performance NUMERIC
@ATTRIBUTE motion-picture NUMERIC
@ATTRIBUTE character-study NUMERIC
@ATTRIBUTE one-best NUMERIC
@ATTRIBUTE runs-long NUMERIC
@ATTRIBUTE 1/2-see NUMERIC
@ATTRIBUTE director-robert NUMERIC
@ATTRIBUTE ensemble-cast NUMERIC
@ATTRIBUTE waste-time NUMERIC
@ATTRIBUTE movie-made NUMERIC
@ATTRIBUTE thumbs-down NUMERIC
@ATTRIBUTE find-film NUMERIC
@ATTRIBUTE thing-film NUMERIC
@ATTRIBUTE few-laughs NUMERIC
@ATTRIBUTE little-long NUMERIC
@ATTRIBUTE edge-seat NUMERIC
@ATTRIBUTE breaking-waves NUMERIC
@ATTRIBUTE david-lynch NUMERIC
@ATTRIBUTE best-actor NUMERIC
@ATTRIBUTE surprise-ending NUMERIC
@ATTRIBUTE myself-recommend NUMERIC
@ATTRIBUTE give-single NUMERIC
@ATTRIBUTE posword NUMERIC
@ATTRIBUTE negword NUMERIC
@ATTRIBUTE diffposs NUMERIC
@ATTRIBUTE diffneg NUMERIC
@ATTRIBUTE adjWord NUMERIC
@ATTRIBUTE adverbWord NUMERIC
@ATTRIBUTE verbWord NUMERIC
@ATTRIBUTE detWord NUMERIC
@ATTRIBUTE classFinal {0,1}


@DATA
0,0.01254268605257817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033900483576053157,0,0.01923868717492877,0,0,0,0,0,0,0,0.009024766513124444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072205847734302135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027658015314667706,0,0,0,0,0,0,0,0,0.004145941894535465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09848484848484848,0.13636363636363635,0,0.03787878787878787,0.20454545454545456,0.13636363636363635,0.3787878787878788,0.26515151515151514,1
0,0.01254268605257817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033900483576053157,0,0.01923868717492877,0,0,0,0,0,0,0,0.009024766513124444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072205847734302135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027658015314667706,0,0,0,0,0,0,0,0,0.004145941894535465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09848484848484848,0.13636363636363635,0,0.03787878787878787,0.20454545454545456,0.13636363636363635,0.3787878787878788,0.26515151515151514,1
0.006252276009610025,0,0,0.010774228162845246,0.011345812651172972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017513358285317904,0,0,0,0,0,0,0,0,0,0,0,0,0.006791222516259346,0,0,0,0.005133001782845714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012914645403788002,0,0,0,0,0,0,0,0,0,0,0.008744194404520993,0,0.006739163443742583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015062321011339854,0.01871392479274147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10091743119266056,0.05963302752293578,0.04128440366972477,0,0.21559633027522937,0.16972477064220184,0.3853211009174312,0.2018348623853211,1
0,0.030378615760372814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022122656736233627,0,0,0,0,0,0,0,0,0.013582445032518691,0,0,0,0.010266003565691429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013478326887485166,0,0,0,0.01621367892710972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004016618936357294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14678899082568808,0.09174311926605505,0.05504587155963303,0,0.1743119266055046,0.1743119266055046,0.44036697247706424,0.22018348623853212,1
0,0.004356933049842943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011775957452734255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014264473589533028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025082031318231267,0,0.0038661516598312707,0.004463671266766392,0,0,0.004650765797513051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036766842598609955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004032474011106073,0.004601092787388316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10263157894736842,0.05,0.05263157894736842,0,0.14473684210526316,0.10789473684210527,0.41842105263157897,0.22105263157894736,1
0,0,0,0.014064561314372837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679559180861687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005707288563429869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01675497422385813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018848829005173994,0,0,0,0,0,0.021460590053060048,0,0,0,0,0,0,0,0,0,0.003932438299966572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17365269461077845,0.05389221556886228,0.11976047904191617,0,0.19161676646706588,0.1437125748502994,0.40119760479041916,0.24550898203592814,1
0,0.00836179070171878,0,0,0,0,0,0,0,0,0,0.015258708316659183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002260032238403544,0.007477204588608775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007109577520267133,0,0,0,0,0,0,0,0,0,0,0,0.014039358851633162,0,0,0,0.0082417213609152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013920914591977489,0,0,0,0,0.014976933773081324,0,0,0,0,0,0,0,0,0,0,0.020240065482196312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022111690104189147,0.00883038009700788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15151515151515152,0.07575757575757576,0.07575757575757576,0,0.23737373737373738,0.11616161616161616,0.32323232323232326,0.1919191919191919,1
0.007136105602591546,0.008668243764085436,0,0.012297286594242217,0,0,0,0,0,0,0.015485397073173781,0,0.015711725526319435,0,0,0.015711725526319435,0,0,0,0,0,0,0,0,0,0,0.019711006706206048,0,0,0,0,0,0,0,0,0,0,0,0,0.004685721290093211,0,0,0,0,0,0,0,0,0,0.006237011412211658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014189790481734427,0,0,0,0.010785624024329475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998028471301349,0.014553890327871027,0,0,0,0.008543773976236698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01046725227252002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011461033090653012,0.006102671061806493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10471204188481675,0.12041884816753927,0,0.015706806282722516,0.16753926701570682,0.13089005235602094,0.39267015706806285,0.21465968586387435,1
0,0.011997351876379118,0,0,0.01792309534750513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032426549507529106,0,0,0,0,0,0,0,0,0,0,0,0.019014417664687453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02180437779249089,0.02180437779249089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002379410130776875,0.008446450527572754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12318840579710146,0.08695652173913043,0.03623188405797102,0,0.18115942028985507,0.18840579710144928,0.463768115942029,0.2608695652173913,1
0,0,0,0.010167886318182958,0,0,0,0,0,0,0.01280394303452897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016115159854523716,0,0,0,0.0019371704900601804,0.0064090325045218065,0,0,0,0.0048441315526422755,0,0,0,0,0.005157009436071111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012576902015600215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011093312132151032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013626642614130114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018952877232162125,0.005045931484004502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10822510822510822,0.14285714285714285,0,0.034632034632034625,0.20346320346320346,0.15584415584415584,0.3852813852813853,0.24242424242424243,1
0,0.009367097928940981,0,0,0,0.007906102885542684,0,0,0,0,0,0,0.004244610432145703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010800317132105526,0,0,0,0,0.00691102246365781,0,0,0,0,0,0,0.005696432035127461,0.0062821209697788,0.0035919472518961774,0,0,0.001582736051853417,0,0,0,0,0.00505489043733703,0,0.003711442203291186,0,0.004284943063415888,0,0,0,0.004826657705928061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003982167889711152,0,0.0044457058901096955,0,0,0,0,0,0,0,0,0.008088689024832714,0.0019659073922371753,0,0.0023991443866636904,0,0,0,0,0.003088172871985376,0,0,0,0,0,0.007017034093549029,0,0,0,0,0,0,0,0,0,0,0,0.004256017164588038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002671894227092321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040251407587116594,0.0016486706828925603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12871287128712872,0.06930693069306931,0.0594059405940594,0,0.21782178217821782,0.13154172560113153,0.37057991513437055,0.20226308345120225,1
0.010817429921388773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011749892924956646,0.040309630271279324,0,0,0,0,0,0,0,0.009454517299463703,0,0,0.02356600307219444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011030924811997482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023880985201299543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317340505404972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002606020619422292,0.004625437193670793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1349206349206349,0.11904761904761904,0.015873015873015872,0,0.21428571428571427,0.1349206349206349,0.40476190476190477,0.1984126984126984,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008607649143541275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213830234817182,0,0,0,0,0.013594546177345842,0,0,0,0.01826312952204672,0,0,0.019062598159340815,0,0,0,0,0,0,0,0,0,0,0,0.023146185656644173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015378809108087107,0,0,0,0,0,0.024213495722031207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042097256159898564,0.013449348147750463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1076923076923077,0.1,0.007692307692307693,0,0.2692307692307692,0.14615384615384616,0.36923076923076925,0.23846153846153847,1
0,0.03183912613346766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021519122858853188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06493709452863576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02672877935214775,0.02825264674492083,0.032619136180215946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008419451231979713,0.011207790123125385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09615384615384616,0.07692307692307693,0.019230769230769232,0,0.19230769230769232,0.057692307692307696,0.28846153846153844,0.36538461538461536,1
0,0,0,0,0,0,0,0,0,0,0.09697412593364564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005382927836839488,0.009554181744303608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14754098360655737,0.09836065573770492,0.04918032786885246,0,0.19672131147540983,0.11475409836065574,0.3442622950819672,0.2786885245901639,1
0,0.00840423633979857,0,0,0,0,0,0.014170277788855441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018119962343215997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006047051673768663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007145666746258336,0,0.015954893727449515,0,0,0,0,0,0,0,0,0,0.007055312316302959,0,0,0,0,0,0,0,0,0,0,0,0,0.012591479959744068,0.013849910157839929,0,0,0,0,0,0.014459449487366495,0.014822185345143882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010148452710920425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016667949139452225,0.0029584014538198986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065989847715736,0.1218274111675127,0,0.01522842639593909,0.19796954314720813,0.1116751269035533,0.3096446700507614,0.27918781725888325,1
0.01174996698357746,0.014272711715002743,0,0,0,0.024093166983097748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008216527500799898,0.023963733212270393,0,0,0,0,0.015235267267715166,0,0,0,0,0,0,0,0.021383806483358463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01628473464270923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018871183795816599,0.015072545337996207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.11206896551724138,0,0.025862068965517238,0.21551724137931033,0.12931034482758622,0.3103448275862069,0.1724137931034483,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012809346018628244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022151120308031503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03167998322380597,0,0,0,0,0,0.034202735400972066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02031214213499216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011769125378036159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13978494623655913,0.07526881720430108,0.06451612903225805,0,0.22580645161290322,0.20430107526881722,0.5591397849462365,0.23655913978494625,1
0.0049563497094363106,0.012040978610475043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005383587303798318,0,0,0,0,0,0,0.016568120922334183,0,0.0043318879262997335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009855454480041001,0.017561865519555575,0,0,0,0,0,0,0,0,0,0.0051188958145923355,0,0,0,0,0,0,0,0,0,0,0.0034658806912465025,0.015162507559763816,0,0,0,0,0.012853025476763341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010174838892306573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006869197158379166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003980104218754046,0.006357873669845674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13454545454545455,0.05818181818181818,0.07636363636363637,0,0.24,0.12,0.3090909090909091,0.24,1
0,0.019947404324582148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005391402207275924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03087415786176974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038323546895065085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013187092291052564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927710843373494,0.012048192771084338,0.18072289156626506,0,0.25301204819277107,0.14457831325301204,0.40963855421686746,0.2289156626506024,1
